agua_BAPD,presion_cabeza_psi,cloruros_ppm_diff,crudo_BPPD_diff,hierro_ppm,mpy
1.6991653717515187,-0.4334858767945985,0.00039849897720574526,0.0008689192339520652,1.0949436650698083,0.998794044
-0.8040547826158778,-0.30976818649015714,0.23932077464411639,-0.01999522864679365,-0.6630631884022684,7.577549882
0.8977559538982285,-1.1263049424994702,0.5332580479974868,-0.9270914448767346,-0.15540061886416512,14.95569056
0.040671710331253184,-0.012845729759497845,-0.8913684159023599,-0.06752861200004096,0.8747491516272649,10.08854889
-0.24403732185632018,0.6057427217627089,-0.4661810766398643,0.4164379416521836,-0.6241187644377659,1.528931141
0.5777971756645972,0.35830734115382623,0.6739392563671479,-0.09045880481997369,-0.0781393860773079,6.848937745
-0.8227804079892413,-2.6109172261527664,1.4826597223581055,-0.47687351964779656,-0.3730197578804798,0.820601455
-0.22215472181010035,0.011897808301390428,-1.691967620330078,0.2740930121806459,0.6172117090044074,1.833481095
-0.4319621112340306,-0.5572035670990398,0.27259174943545156,0.6251990163194178,-0.863242279913089,15.21648516
0.2207585562140226,-0.3345117245510454,-0.12430216244543622,-0.23753801671252192,0.044190899168549444,14.83451346
-1.231456766370972,0.9521522546151449,1.8625251825741367,-0.306674902691002,0.8489954073649792,1.290582289
2.1414167996608717,-1.4232273992301294,-0.814871371500235,1.6924394145780357,-0.7799289172245947,15.33591319
0.7415645955716007,-0.7056647954643696,-0.7016976619738037,-1.1592832874420131,-0.7400106136180518,12.5371739
-0.8441762930290673,-0.6314341812817047,0.6540290667282387,-0.7537008888753518,-0.7979565382081947,11.18483248
0.9965086452546645,0.5067685695191559,-1.0420047190914759,0.32506566434831413,1.9384707588558017,5.221319545
0.5691496135723745,-0.037589267820386116,-0.06116590319573724,1.1872251790970225,-0.7554628601754232,9.57908154
0.3735998262148582,0.8531781023715918,-0.11303718672868496,-1.5016630070608192,1.120697409332094,14.93809895
-0.4258632916011088,-1.0768178663776935,0.15496444485821154,-0.1155924520128507,2.780526227036411,5.817330158
1.4347849113432083,-0.4334858767945985,0.04048085443448352,1.5406387660223217,1.0949436650698083,7.120207445
-1.1201765583562842,1.323305325528469,0.8633480341162448,-0.9190091556943818,-0.8121210975524519,0.760638773
-0.027409177893068376,0.7294604120671504,-0.46198945776851497,-0.25987292403122547,-0.6060911434541658,1.872523971
-0.7461089591203177,-0.7056647954643696,0.607659282963937,-0.31109499713860816,-0.36143057296245124,6.315049216
-1.1197006900788542,0.9768957926760331,-0.5769970005511618,1.4441541964373257,0.46526461785692147,11.444
-1.431479651746364,1.2985617874675806,0.654291042907698,-1.2467570266091796,-0.3569236677165512,1.041435274
-0.21176986872175346,-0.6314341812817047,0.3192235093792126,1.3358506025152082,-0.48891160706076564,0.704322553
-0.03650200417434262,-0.012845729759497845,-1.1137861922633325,-1.2297929517632273,-0.8015620624049147,15.31665235
-0.07664724055934014,1.8429196248071227,0.23224741779871444,0.5079149834767304,-0.6215433900115372,1.288605704
-0.4073268188159559,-0.6066906432208165,0.07401380540527801,0.02785006093538131,0.0016972211357779417,6.02769069
-0.8114221906258582,1.1006134829804746,-1.0239283627087818,-0.6908338349675217,-0.6331325749295659,1.404969158
-0.6610611451130951,0.4325379553364911,1.8158934226303756,-0.2838784983875191,-0.7580382346016518,1.14684753
-0.9218894417828639,-0.28502464842926883,-0.7242276134073062,0.36986653249919743,0.6223624578568646,0.523667424
-1.6480303152481541,-0.9778437141341405,-0.4139832869549328,-0.37403027417616447,-0.29282205780539866,6.817994021
-1.0141641793038716,0.0366413463622787,0.15699572432136172,0.4504359601111962,-0.8507517139458806,0.361339032
-0.27632259235621953,0.5067685695191559,0.3024570338938154,0.2957847019121113,-0.7419397537176433,1.094727338
-0.191471872301037,-0.5572035670990398,-0.12561204334273288,-0.59532397460134,1.8405145614629808,15.38720317
-0.4413464067743625,-0.3345117245510454,0.23486717959330775,-0.21728248940400027,-0.5030761664050228,6.682928518
0.6703977825229687,1.5707407061373517,0.31660374758461934,1.3241055932303056,0.8245293503158079,14.77299903
2.087428325003305,-0.2355375723074923,-1.0454104094244472,0.4655388036257521,0.587594903102779,15.13029846
0.7840276890684355,-0.5819471051599281,-0.15835906577514938,-1.0548501785611282,-0.8327240929622804,3.737466628
-0.645820049558063,0.704716874006262,0.5086322871283095,0.9998715882072624,0.23991935556192112,9.998798583
-1.0488119233708848,-1.2500226328039115,-0.22385311063998234,-1.7303212103324317,-0.013755025421593525,0.337328773
-1.0094512207876942,-0.45822941485548674,-0.3865403180842274,0.41893956800654386,0.49745679818477867,7.786
1.373638820239574,-0.5572035670990398,0.30350493861165273,2.069127150563498,-0.7297091159131374,15.74580082
-0.8603681244643009,1.0016393307369214,1.109605642808017,-1.900812745592614,0.15364431228326386,1.096000277
-0.5746591577765106,-0.656177719342593,-0.8332097040623883,0.15674822467209568,1.3511934204795513,0.509958853
-0.16716264594663371,-2.6109172261527664,-0.46670502899878297,0.13303111329419576,0.655842325397836,15.34149563
0.43654474079761396,-0.012845729759497845,0.9267462695454032,1.3540399689945866,-0.6138172667328516,0.851405093
-0.21190491597549696,0.8531781023715918,-0.11513299616435961,-1.9040239532739698,-0.7619012962409946,1.872590842
-0.13700496559374,-0.5324600290381516,-1.103831097443878,-0.3200979727927193,-0.7361475519787088,1.135461379
